SCORE,Ranked,Popularity,Members,Type,Magazine, Recommended,Mixed Feelings,Not Recommended
6.89,10172,17727,691,Manhwa,Naver Webtoon,1,0,0
6.89,10137,13155,1104,Manhwa,Unknown,0,0,0
6.89,10142,15829,834,Manhwa,Unknown,0,0,0
6.89,10104,22717,439,Manhwa,Lezhin Comics Webtoon,0,0,0
6.89,10109,15957,822,Manhwa,Naver Webtoon,0,0,0
6.89,10111,14178,995,Manhwa,Naver Webtoon,0,0,0
6.89,10112,14179,995,Manhwa,Naver Webtoon,2,0,0
6.89,10113,9729,1689,Manhwa,KakaoPage,0,0,1
6.89,10114,27710,286,Manhwa,Naver Webtoon,0,0,0
6.89,10115,9374,1766,Manhwa,KakaoPage,0,0,0
6.89,10116,23275,419,Manhwa,KakaoPage,0,0,0
6.89,10118,18023,672,Manhwa,Naver Webtoon,1,0,0
6.89,10119,15566,858,Manhwa,KakaoPage,0,0,0
6.89,10121,6566,2747,Manhwa,Naver Webtoon,0,0,0
6.88,10318,7998,2169,Manhwa,Naver Webtoon,0,0,0
6.88,10319,7883,2207,Manhwa,KakaoPage,0,0,0
6.88,10320,6763,2650,Manhwa,KakaoPage,0,2,0
6.88,10322,19400,594,Manhwa,Naver Webtoon,0,0,0
6.88,10323,17011,740,Manhwa,KakaoPage,0,0,0
6.88,10324,15454,868,Manhwa,KakaoPage,1,0,0
6.88,10325,26786,310,Manhwa,Naver Webtoon,1,0,0
6.88,10327,14324,979,Manhwa,KakaoPage,0,0,0
6.88,10328,22719,439,Manhwa,KakaoPage,0,0,0
6.88,10329,6127,2970,Manhwa,KakaoPage,0,1,0
6.88,10330,6102,2984,Manhwa,KakaoPage,0,0,0
6.88,10331,16194,805,Manhwa,KakaoPage,0,0,0
6.88,10303,4336,4371,Manhwa,Daum Webtoon,3,2,0
6.88,10335,20147,552,Manhwa,Issue,0,0,0
6.88,10339,22342,453,Manhwa,Unknown,0,0,0
6.88,10347,14593,947,Manhwa,Unknown,0,0,0
6.88,10351,13417,1074,Manhwa,Unknown,0,0,0
6.88,10234,9928,1646,Manhwa,Party,1,0,0
6.88,10363,11095,1408,Manhwa,Chance,2,0,1
6.87,10378,20137,553,Manhwa,Comic Champ,0,0,0
6.87,10491,6821,2624,Manhwa,KakaoPage,0,0,0
6.87,10492,23194,422,Manhwa,Naver Webtoon,0,0,0
6.87,10493,10648,1490,Manhwa,KakaoPage,2,0,0
6.87,10494,9083,1830,Manhwa,KakaoPage,0,0,0
6.87,10495,21392,493,Manhwa,KakaoPage,0,0,0
6.87,10496,11400,1357,Manhwa,KakaoPage,0,0,0
6.87,10498,15138,897,Manhwa,Naver Webtoon,0,0,0
6.87,10499,17850,683,Manhwa,KakaoPage,0,0,0
6.87,10500,9591,1719,Manhwa,Naver Webtoon,1,0,0
6.87,10454,21448,491,Manhwa,Unknown,0,0,0
6.87,10458,23435,414,Manhwa,Unknown,0,0,0
6.87,10459,22970,429,Manhwa,Unknown,0,0,0
6.87,10476,15011,908,Manhwa,Naver Webtoon,1,0,0
6.86,10581,15679,847,Manhwa,Unknown,0,0,0
6.86,10506,18730,632,Manhwa,Naver Webtoon,0,0,0
6.86,10507,9707,1693,Manhwa,KakaoPage,0,0,0
6.86,10508,22691,440,Manhwa,KakaoPage,0,0,0
6.86,10512,17289,721,Manhwa,KakaoPage,0,0,0
6.86,10598,8951,1863,Manhwa,Issue,0,0,0
6.86,10600,7841,2222,Manhwa,Unknown,0,2,0
6.86,10603,15496,864,Manhwa,Issue,2,0,0
6.86,10611,20600,530,Manhwa,Unknown,0,0,0
6.86,10634,10582,1504,Manhwa,Unknown,1,1,0
6.86,10638,20706,524,Manhwa,Unknown,1,0,0
6.86,10640,22866,433,Manhwa,Issue,0,0,0
6.85,10784,26692,312,Manhwa,Lezhin Comics Webtoon,0,0,0
6.85,10707,18066,669,Manhwa,Party,0,0,0
6.85,10719,13866,1025,Manhwa,Naver Webtoon,0,0,0
6.85,10720,20225,548,Manhwa,Naver Webtoon,1,0,0
6.85,10721,19823,570,Manhwa,KakaoPage,1,0,0
6.85,10722,10004,1629,Manhwa,KakaoPage,0,0,1
6.85,10723,9701,1695,Manhwa,KakaoPage,0,0,0
6.85,10724,3783,5089,Manhwa,KakaoPage,2,3,1
6.85,10725,13541,1062,Manhwa,KakaoPage,0,0,0
6.85,10657,3540,5461,Manhwa,Issue,4,2,0
6.85,10671,13856,1026,Manhwa,Unknown,0,1,0
6.85,10677,24639,373,Manhwa,Daiwon,0,0,0
6.85,10678,21630,484,Manhwa,Unknown,0,0,0
6.85,10684,11508,1340,Manhwa,Unknown,0,0,0
6.85,10700,14158,996,Manhwa,Mink,0,0,0
6.84,10916,17588,700,Manhwa,Unknown,0,0,0
6.84,10853,19153,606,Manhwa,Unknown,0,0,0
6.84,10833,26315,322,Manhwa,KakaoPage,1,0,0
6.84,10834,14084,1004,Manhwa,KakaoPage,0,0,0
6.84,10835,10546,1511,Manhwa,Naver Webtoon,0,0,1
6.84,10836,9736,1688,Manhwa,KakaoPage,0,2,0
6.84,10837,16641,769,Manhwa,KakaoPage,0,0,0
6.84,10838,15946,823,Manhwa,KakaoPage,0,0,0
6.84,10840,4289,4420,Manhwa,KakaoPage,0,0,2
6.83,11034,15320,880,Manhwa,Naver Webtoon,0,0,0
6.83,11035,20437,538,Manhwa,KakaoPage,0,0,0
6.83,11042,20547,533,Manhwa,Naver Webtoon,0,0,0
6.83,11043,12859,1144,Manhwa,Naver Webtoon,0,0,0
6.83,11044,9529,1732,Manhwa,KakaoPage,0,2,0
6.83,11045,9782,1677,Manhwa,KakaoPage,1,2,0
6.83,11046,18795,628,Manhwa,KakaoPage,0,0,0
6.83,11048,9169,1813,Manhwa,Naver Webtoon,1,0,0
6.83,11052,22324,454,Manhwa,KakaoPage,0,0,0
6.83,11053,21870,474,Manhwa,Naver Webtoon,0,0,0
6.83,11027,17286,721,Manhwa,Unknown,1,0,0
6.83,11054,16969,743,Manhwa,Issue,1,0,1
6.83,11057,14955,913,Manhwa,Unknown,0,1,0
8.5,140,1022,17129,One-shot,Young Animal,3,0,0
8.39,220,253,60133,One-shot,Bessatsu Shounen Magazine,14,0,0
8.08,612,1153,15407,One-shot,Shounen Jump (Weekly),0,0,0
8.04,677,3244,5973,One-shot,LaLa,0,0,1
8.02,701,359,44458,One-shot,Jump GIGA,25,5,0
7.92,933,2960,6497,One-shot,Shounen Jump (Weekly),4,2,0
7.85,1122,1873,9907,One-shot,Shounen Jump+,8,0,1
7.84,1131,1573,11983,One-shot,Shounen Jump (Weekly),3,1,0
7.8,1267,1188,15047,One-shot,Mugen Anthology Series,3,2,0
7.78,1365,8932,1869,One-shot,Shounen Jump (Weekly),0,0,1
7.74,1491,6083,2996,One-shot,Web Action,1,0,0
7.74,1492,15150,896,One-shot,Shounen Jump+,1,0,0
7.66,1865,992,17463,One-shot,Jump SQ.Rise,4,0,0
7.61,2134,4156,4580,One-shot,Shounen Jump (Weekly),2,0,0
7.6,2228,4546,4144,One-shot,Shounen Jump+,1,0,0
7.6,2204,7586,2320,One-shot,Shounen Jump+,3,0,0
7.58,2334,7008,2531,One-shot,Unknown,0,0,0
7.57,2351,3285,5909,One-shot,Nemuki+,2,0,0
7.57,2361,2468,7767,One-shot,Shounen Jump (Weekly),4,0,0
7.56,2412,5837,3130,One-shot,Shounen Jump (Weekly),1,0,0
7.54,2555,6999,2534,One-shot,Shounen Jump+,4,0,0
7.53,2654,5979,3049,One-shot,Shounen Jump+,3,0,0
7.53,2659,6946,2559,One-shot,Shounen Jump+,2,0,0
7.52,2750,5999,3040,One-shot,Magazine pocket,1,1,0
7.52,2702,7102,2492,One-shot,Shounen Jump+,1,0,0
7.51,2826,3143,6154,One-shot,Ribon Special,5,0,0
7.5,2889,12102,1250,One-shot,Hana to Yume,0,0,0
7.5,2867,12460,1195,One-shot,Shounen Sunday Super,0,0,0
7.5,2834,2725,7048,One-shot,Shounen Jump (Weekly),1,0,0
7.49,2919,3832,5029,One-shot,Shounen Jump+,0,1,0
7.49,2922,3267,5935,One-shot,Jump GIGA,1,0,0
7.49,2928,23742,403,One-shot,Gangan Online,0,0,0
7.48,3016,228,64795,One-shot,Jump SQ.,20,2,5
7.48,3008,3646,5300,One-shot,Hana to Yume,3,0,0
7.47,3073,5693,3223,One-shot,Opera,0,0,1
7.48,3122,9802,1672,One-shot,Shounen Jump+,2,0,0
7.47,3093,888,19417,One-shot,Unknown,6,0,0
7.46,3188,3251,5965,One-shot,Ribon Bikkuri,3,0,0
7.45,3241,26316,322,One-shot,TYPE-MOON Ace,0,0,0
7.44,3359,3510,5499,One-shot,ARIA,2,0,0
7.44,3296,8176,2105,One-shot,Shounen Jump+,2,0,0
7.43,3439,27709,286,One-shot,Young Animal,0,0,0
7.43,3407,3725,5166,One-shot,Unknown,0,1,0
7.42,3487,6062,3011,One-shot,Jump GIGA,1,0,0
7.42,3490,5242,3539,One-shot,Shounen Jump (Weekly),1,0,0
7.42,3541,1640,11466,One-shot,Shounen Jump (Weekly),0,0,1
7.41,3584,4070,4709,One-shot,Unknown,0,0,0
7.41,3585,16349,792,One-shot,Unknown,1,0,0
7.41,3566,2759,6964,One-shot,Bessatsu Shounen Magazine,3,0,0
7.4,3697,2027,9212,One-shot,Shounen Magazine (Weekly),2,0,0
7.39,3770,18281,657,One-shot,Shounen Magazine (Weekly),1,0,0
7.39,3739,6887,2592,One-shot,Shounen Jump (Weekly),0,0,0
7.38,3800,6694,2677,One-shot,Shounen Magazine (Weekly),0,0,0
7.37,3982,14310,980,One-shot,Shounen Jump+,1,0,0
7.37,3909,17722,691,One-shot,Unknown,0,0,0
7.37,3917,9473,1742,One-shot,Shounen Sunday,1,0,0
7.37,3924,2337,8143,One-shot,Shounen Jump (Weekly),1,0,0
7.36,4048,9925,1646,One-shot,Unknown,0,0,0
7.36,4050,7935,2194,One-shot,Shiro LaLa,0,0,0
7.36,4051,4418,4278,One-shot,Unknown,3,1,0
7.36,4002,782,21941,One-shot,Shounen Sunday,2,1,0
7.35,4131,3744,5138,One-shot,Daria,2,2,0
7.34,4275,5032,3707,One-shot,Ribon Special,5,0,0
7.34,4286,3375,5757,One-shot,Shounen Gangan,3,0,0
7.34,4287,8044,2150,One-shot,Hana to Yume,2,1,0
7.34,4288,4170,4559,One-shot,The Hana to Yume,1,0,0
7.34,4256,5580,3299,One-shot,Unknown,2,0,0
7.34,4259,5380,3437,One-shot,Sho-Comi,2,0,0
7.34,4263,5153,3606,One-shot,Akamaru Jump,1,0,0
7.33,4313,4452,4246,One-shot,Shounen Gangan,2,0,0
7.33,4320,6448,2812,One-shot,Sho-Comi,2,0,0
7.32,4468,5685,3225,One-shot,LaLa DX,1,1,0
7.32,4488,7223,2449,One-shot,Shounen Jump (Weekly),1,0,0
7.32,4496,7402,2385,One-shot,Shiro LaLa,1,0,0
7.32,4499,4524,4165,One-shot,Shiro LaLa,5,0,0
7.31,4563,4680,4017,One-shot,Gangan Online,3,0,0
7.3,4753,8409,2025,One-shot,Jump GIGA,2,0,0
7.3,4679,1722,10853,One-shot,Shounen Jump (Weekly),3,0,0
7.31,4695,11437,1352,One-shot,Shounen Jump+,2,0,0
7.3,4649,6839,2610,One-shot,Cheese!,1,0,0
7.29,4803,4615,4082,One-shot,Mugen Anthology Series,3,0,0
7.28,4937,22064,465,One-shot,Jump GIGA,0,0,0
7.28,4928,11745,1298,One-shot,Jump SQ.Crown,0,0,0
7.28,4955,6572,2742,One-shot,Gangan Online,1,0,0
7.28,4959,5416,3415,One-shot,Ao Lala,0,0,0
7.28,4977,12869,1143,One-shot,Young Jump,0,0,0
7.27,5077,21801,477,One-shot,Young Animal Zero,1,0,0
7.27,5044,6079,3000,One-shot,Nakayoshi,2,0,1
7.26,5153,5742,3186,One-shot,Daria,1,0,0
7.26,5192,7940,2192,One-shot,LaLa DX,1,0,0
7.26,5128,8448,2015,One-shot,Shounen Ace,1,0,0
7.26,5135,5471,3383,One-shot,Shounen Jump (Weekly),0,0,0
7.25,5255,4155,4581,One-shot,Bessatsu Shounen Magazine,1,0,0
7.25,5283,6117,2975,One-shot,Shounen Jump (Weekly),0,0,0
7.25,5216,8014,2162,One-shot,Sho-Comi,2,0,0
7.25,5227,6491,2782,One-shot,LaLa,1,0,0
7.25,5231,9875,1657,One-shot,Ribon Bikkuri,0,0,0
7.25,5238,5378,3438,One-shot,Unknown,0,0,0
7.25,5266,8943,1867,One-shot,"Hirari,",1,0,0
7.24,5397,4661,4041,One-shot,Hana to Yume,1,0,0
7.24,5413,4479,4216,One-shot,Unknown,1,1,0
7.24,5414,11836,1284,One-shot,Unknown,0,0,0
7.24,5422,11845,1283,One-shot,RuTiLe Sweet,0,0,0
7.24,5317,5239,3541,One-shot,Young Gangan,0,0,0
7.24,5328,22376,452,One-shot,Magazine pocket,0,0,0
7.24,5330,24151,389,One-shot,Shounen Jump+,0,0,0
7.24,5381,4330,4376,One-shot,Shounen Jump (Weekly),0,0,0
7.23,5514,19170,605,One-shot,Shounen Jump+,1,0,0
7.23,5445,4861,3869,One-shot,Afternoon,3,0,0
7.23,5473,4594,4099,One-shot,Sunday Gene-X,2,0,0
7.22,5585,2261,8380,One-shot,Jump SQ.,1,1,0
7.22,5583,15954,823,One-shot,Comic Bunch,1,0,0
7.22,5605,5712,3207,One-shot,Asuka,0,0,0
7.22,5613,4978,3756,One-shot,b-Boy Phoenix,1,0,0
7.22,5642,6093,2988,One-shot,The Hana to Yume,0,1,0
7.22,5650,9468,1744,One-shot,The Hana to Yume,2,0,0
7.21,5710,3450,5612,One-shot,GUSH,0,0,0
7.2,5876,12887,1140,One-shot,Unknown,0,0,0
7.2,5919,2315,8201,One-shot,Shounen Jump (Weekly),0,0,0
7.2,5830,5189,3590,One-shot,Shounen Gangan,2,0,0
7.2,5852,18708,633,One-shot,Unknown,0,0,1
7.2,5900,5744,3185,One-shot,Young Jump,1,0,0
7.19,6026,5614,3275,One-shot,Unknown,1,1,0
7.19,5952,23973,396,One-shot,Comic REX,0,0,0
7.19,6007,15279,883,One-shot,Tsubomi,2,0,0
7.18,6130,18621,638,One-shot,Shounen Jump+,0,0,0
7.18,6111,6905,2581,One-shot,Unknown,0,0,0
7.18,6078,4282,4425,One-shot,Sho-Comi Zoukan,1,1,0
7.17,6165,7032,2519,One-shot,Hana to Yume,1,1,0
7.17,6171,15745,843,One-shot,The Dessert,1,0,0
7.17,6194,15953,823,One-shot,Bessatsu Margaret,0,0,0
7.17,6227,7527,2334,One-shot,Comic REX,0,0,0
7.17,6249,10227,1579,One-shot,The Margaret,0,0,0
7.17,6263,11715,1303,One-shot,Unknown,2,0,1
7.17,6264,9287,1783,One-shot,LaLa DX,2,0,0
7.17,6273,6843,2609,One-shot,Hana to Yume,2,0,0
7.16,6351,10053,1618,One-shot,Unknown,2,0,0
7.16,6311,2885,6641,One-shot,Shounen Jump (Weekly),1,0,0
7.16,6404,12154,1243,One-shot,Unknown,0,0,0
7.16,6330,12877,1142,One-shot,Shounen Jump+,0,0,0
7.16,6339,4725,3971,One-shot,Shounen Jump (Weekly),1,0,0
7.15,6548,1363,13513,One-shot,Jump SQ.Rise,2,1,0
7.15,6476,3118,6214,One-shot,Shounen Jump (Weekly),3,0,1
7.15,6492,17205,727,One-shot,Shounen Jump+,0,0,0
7.15,6442,9097,1827,One-shot,Ciao,1,0,0
7.15,6446,6502,2776,One-shot,Asuka,0,0,0
7.14,6677,1765,10554,One-shot,Jump SQ.Crown,5,0,0
7.14,6623,5449,3398,One-shot,Petit Comic,0,0,0
7.13,6763,28205,275,One-shot,Young Jump Heroine,0,0,0
7.13,6747,5478,3379,One-shot,Shounen Jump (Weekly),0,0,1
7.13,6779,8968,1861,One-shot,LaLa,1,0,0
7.13,6718,2839,6743,One-shot,Unknown,1,0,0
7.12,6940,20368,541,One-shot,Comic Yuri Hime,0,0,0
7.12,6825,21228,501,One-shot,Shounen Jump+,0,0,0
7.12,6854,3950,4860,One-shot,Sho-Comi,1,0,0
7.12,6881,7597,2315,One-shot,Melody,1,0,0
7.12,6894,2234,8480,One-shot,Shounen Jump (Weekly),0,1,0
7.12,6895,8746,1920,One-shot,Ribon Magazine,1,0,0
7.12,6900,15698,846,One-shot,Sho-Comi,0,0,0
7.11,7037,5031,3708,One-shot,LaLa DX,3,0,0
7.11,7042,2912,6593,One-shot,Bessatsu Margaret,1,0,0
7.11,6969,10540,1512,One-shot,Shounen Magazine (Weekly),1,0,0
7.11,6971,8361,2043,One-shot,Shounen Jump+,0,0,0
7.11,7072,12158,1242,One-shot,Unknown,0,0,0
7.11,7073,8146,2117,One-shot,Ribon Magazine,2,0,0
7.11,7080,12427,1202,One-shot,Akamaru Jump,1,0,0
7.11,6995,18143,665,One-shot,Afternoon,1,0,0
7.1,7205,6240,2915,One-shot,Shounen Magazine (Weekly),0,0,0
7.1,7133,11410,1356,One-shot,Bessatsu Margaret,0,0,0
7.1,7139,5125,3629,One-shot,The Dessert,0,2,0
7.1,7142,18258,658,One-shot,Betsucomi,1,0,0
7.1,7178,9420,1754,One-shot,LaLa,1,0,0
7.1,7188,6612,2718,One-shot,Ao Lala,1,0,0
7.1,7143,3348,5802,One-shot,Bessatsu CoroCoro Comic,15,2,0
7.1,7104,2573,7465,One-shot,Unknown,1,1,0
7.09,7323,11683,1307,One-shot,ARIA,0,0,0
7.09,7326,12249,1231,One-shot,Unknown,1,0,0
7.09,7331,9493,1738,One-shot,Unknown,0,0,0
7.09,7303,13600,1054,One-shot,Unknown,0,0,0
7.08,7433,7131,2483,One-shot,Shounen Magazine (Weekly),0,0,0
7.08,7351,3761,5115,One-shot,Unknown,0,0,0
7.08,7401,7637,2296,One-shot,Unknown,0,0,0
7.08,7405,10791,1461,One-shot,Melody,1,0,0
7.07,7500,10183,1589,One-shot,Sho-Comi,0,0,0
7.07,7512,12183,1239,One-shot,Flowers (Monthly),0,0,0
7.07,7516,17331,718,One-shot,.Bloom,1,0,0
7.07,7526,15784,838,One-shot,Kurage Bunch,0,0,0
7.07,7569,8707,1932,One-shot,Unknown,1,0,0
7.07,7587,10173,1592,One-shot,Unknown,0,0,1
7.07,7617,5854,3122,One-shot,Bessatsu Shounen Magazine,0,0,0
7.07,7626,13487,1066,One-shot,Canna,1,0,0
7.07,7631,6443,2815,One-shot,Shounen Jump NEXT!,0,0,0
7.06,7731,14938,914,One-shot,Canna,0,0,0
7.06,7732,12981,1129,One-shot,LaLa DX,1,0,0
7.06,7740,4826,3896,One-shot,Shounen Jump (Weekly),1,0,0
7.06,7649,19331,597,One-shot,Tonari no Young Jump,0,0,0
7.06,7766,22476,448,One-shot,Unknown,1,0,0
7.06,7701,16937,745,One-shot,Shounen Sunday,1,0,0
7.05,7948,20259,546,One-shot,Shounen Magazine (Weekly),0,0,0
7.05,7851,12629,1172,One-shot,Sho-Comi,0,0,0
7.05,7868,3647,5299,One-shot,Young Gangan,3,0,0
7.05,7908,31372,213,One-shot,Hana to Yume,0,0,0
7.05,7921,14577,949,One-shot,Ao Lala,0,0,0
7.05,7841,11678,1308,One-shot,LaLa Special,1,0,0
7.05,7847,3929,4889,One-shot,Shounen Jump (Weekly),2,0,0
7.04,8082,17124,732,One-shot,Kuro LaLa,1,0,0
7.04,7969,11254,1383,One-shot,Jump SQ.,0,0,0
7.04,8010,5774,3164,One-shot,LaLa,0,0,0
7.04,8024,8221,2093,One-shot,Betsucomi,1,0,0
7.04,7979,28661,264,One-shot,Shounen Jump+,0,0,0
7.03,8162,31351,214,One-shot,Morning,0,0,0
7.03,8166,12333,1217,One-shot,Shounen Jump (Weekly),0,0,0
7.03,8177,13932,1019,One-shot,Shounen Jump+,0,0,0
7.03,8180,23236,420,One-shot,Afternoon,1,0,0
7.03,8113,16743,760,One-shot,Fellows!,1,0,0
7.03,8197,13320,1085,One-shot,Jump SQ.,1,0,0
7.03,8217,20028,558,One-shot,Canna,0,0,0
7.03,8219,12589,1178,One-shot,Hana to Yume,0,0,0
7.03,8225,16271,798,One-shot,LaLa DX,0,0,0
7.03,8136,6447,2813,One-shot,Sho-Comi Zoukan,0,0,0
7.03,8147,7019,2525,One-shot,HertZ,0,0,0
7.03,8152,12958,1131,One-shot,Deluxe Margaret,1,0,0
7.03,8156,11794,1292,One-shot,FlexComix Next,1,0,0
7.03,8241,8873,1884,One-shot,The Dessert,0,0,0
7.02,8268,9355,1770,One-shot,The Margaret,0,0,0
7.02,8341,4824,3898,One-shot,The Margaret,3,1,1
7.02,8351,5515,3349,One-shot,Craft,0,0,0
7.02,8358,5382,3436,One-shot,Shounen Jump (Weekly),0,0,0
7.02,8359,12595,1177,One-shot,The Hana to Yume,0,0,0
7.02,8365,4890,3839,One-shot,Young Jump (Monthly),0,1,1
7.02,8374,23347,417,One-shot,LaLa DX,0,0,0
7.02,8376,7611,2308,One-shot,LaLa DX,0,0,0
7.02,8377,8111,2128,One-shot,LaLa DX,0,0,0
7.02,8384,9636,1710,One-shot,LaLa DX,0,0,0
7.01,8470,15547,860,One-shot,GUSH,0,0,0
7.01,8482,9944,1642,One-shot,LaLa DX,1,0,0
7.01,8493,6178,2942,One-shot,Sho-Comi,0,0,0
7.01,8496,22933,431,One-shot,LaLa DX,0,0,0
7.01,8503,9665,1703,One-shot,Shounen Jump (Weekly),0,0,0
7.01,8402,20059,557,One-shot,Ultra Jump,1,0,0
7.01,8410,26784,310,One-shot,Shounen Magazine (Weekly),0,0,0
7.01,8415,8195,2101,One-shot,The Dessert,0,0,0
7.01,8528,7096,2493,One-shot,Jump SQ.,0,0,0
7.01,8535,14876,921,One-shot,The Dessert,0,0,0
7.0,8671,13676,1045,One-shot,Jump SQ.Crown,1,0,0
7.0,8676,27862,283,One-shot,Shounen Jump+,0,0,0
7.0,8588,4218,4490,One-shot,Unknown,0,0,0
7.0,8601,998,17378,One-shot,Miracle Jump,1,0,0
7.0,8632,10162,1595,One-shot,Shounen Magazine (Weekly),0,0,0
7.0,8647,16306,796,One-shot,LaLa DX,0,0,0
7.0,8649,14459,962,One-shot,Sho-Comi,0,0,0
7.0,8653,14064,1006,One-shot,Hana to Yume,1,0,0
7.0,8660,8513,1998,One-shot,Sho-Comi,2,0,0
7.0,8554,2183,8657,One-shot,Jump SQ.,3,3,0
7.0,8560,557,29887,One-shot,Shounen Jump (Weekly),5,2,3
7.0,8562,3185,6095,One-shot,Akamaru Jump,2,1,0
7.0,8617,14741,935,One-shot,Young Magazine (Weekly),0,0,0
7.0,8624,17554,702,One-shot,Cab,0,0,0
6.99,8806,17887,681,One-shot,Gougai onBLUE,0,0,0
6.99,8810,13161,1103,One-shot,The Margaret,1,0,0
6.99,8780,7889,2206,One-shot,LaLa DX,1,0,0
6.99,8788,17051,738,One-shot,Hana to Yume,0,0,0
6.99,8804,11620,1319,One-shot,Bessatsu Margaret,0,0,0
6.99,8729,5751,3178,One-shot,Unknown,1,0,0
6.99,8730,12581,1178,One-shot,Ribon Magazine,0,0,1
6.99,8752,10031,1624,One-shot,Mugen Anthology Series,1,0,0
6.99,8756,12822,1148,One-shot,Shounen Sunday,0,0,0
6.99,8758,15164,895,One-shot,GFantasy,0,1,0
6.98,8830,14274,984,One-shot,Unknown,0,0,0
6.98,8842,16030,817,One-shot,Unknown,0,0,0
6.98,8843,5977,3050,One-shot,Bessatsu Hana to Yume,2,0,0
6.98,8849,12032,1260,One-shot,Daria,0,0,0
6.98,8914,16471,782,One-shot,The Dessert,0,0,0
6.97,8930,13268,1091,One-shot,LaLa,0,0,0
6.97,8938,10565,1507,One-shot,The Dessert,0,0,0
6.97,8958,8369,2040,One-shot,Deluxe Betsucomi,0,0,0
6.97,9060,26690,313,One-shot,Magazine pocket,0,0,0
6.97,9005,21743,479,One-shot,Ribon Magazine,0,0,0
6.97,9024,18214,661,One-shot,Unknown,0,0,0
6.97,9034,16265,799,One-shot,The Hana to Yume,0,0,0
6.97,9045,11913,1275,One-shot,LaLa DX,0,0,0
6.97,9052,17019,740,One-shot,Hana to Yume Online,0,2,0
6.96,9129,13562,1058,One-shot,Bessatsu Shounen Magazine,0,0,0
6.96,9135,11591,1325,One-shot,Young Jump,0,0,0
6.96,9080,26845,308,One-shot,Tonari no Young Jump,0,0,0
6.96,9172,17481,707,One-shot,Shounen Ace,0,0,0
6.96,9182,10773,1465,One-shot,Ribon Magazine,0,1,0
6.96,9189,11524,1338,One-shot,Unknown,1,0,0
6.96,9214,14929,915,One-shot,Gangan Online,0,0,0
6.96,9123,15391,873,One-shot,Magazine pocket,1,0,0
6.96,9126,27923,281,One-shot,Shounen Jump+,0,0,0
6.95,9345,12162,1242,One-shot,Shounen Jump (Weekly),0,0,0
6.95,9271,11060,1414,One-shot,Harta,0,0,1
6.95,9273,5300,3490,One-shot,Young Jump,3,0,0
6.95,9314,4914,3813,One-shot,The Margaret,3,0,0
6.95,9319,7264,2434,One-shot,Unknown,0,0,0
6.95,9242,13616,1052,One-shot,Unknown,0,0,0
6.95,9255,14595,947,One-shot,Sylph,0,0,0
6.95,9260,10209,1582,One-shot,Unknown,1,0,0
6.95,9300,9803,1672,One-shot,Dessert,0,0,0
6.95,9309,8344,2049,One-shot,good! Afternoon,2,0,0
6.94,9476,24159,389,One-shot,Shiro LaLa,0,0,0
6.94,9477,10085,1611,One-shot,Shounen Jump (Weekly),0,0,0
6.94,9364,18855,623,One-shot,Shounen Sunday,0,0,0
6.94,9369,24194,388,One-shot,MAGKAN,0,0,0
6.94,9440,14507,957,One-shot,LaLa,0,0,0
6.93,9571,10520,1517,One-shot,Shounen Magazine (Weekly),2,1,0
6.93,9578,989,17494,One-shot,Shounen Jump+,9,1,1
6.93,9553,23548,410,One-shot,Shounen Sunday,0,0,0
6.93,9562,21286,499,One-shot,Shounen Jump+,0,0,0
6.93,9566,18265,658,One-shot,Shounen Jump+,0,0,0
6.93,9570,21128,505,One-shot,Unknown,1,0,0
6.93,9595,16846,752,One-shot,The Hana to Yume,0,0,0
6.93,9520,14862,922,One-shot,Unknown,0,0,0
6.93,9545,12929,1135,One-shot,Bessatsu Hana to Yume,1,0,0
6.92,9663,12393,1208,One-shot,drap,0,0,0
6.92,9751,24628,373,One-shot,Young Jump Daiichiwa,1,0,1
6.92,9714,13912,1021,One-shot,Jump SQ.,0,0,0
6.92,9717,10050,1619,One-shot,Craft,1,0,0
6.92,9728,6320,2876,One-shot,Sho-Comi,0,0,0
6.92,9737,17144,731,One-shot,The Hana to Yume,0,0,0
6.91,9841,14528,954,One-shot,Comic Avarus,0,0,0
6.91,9855,21824,476,One-shot,LaLa DX,0,0,0
6.91,9769,23803,402,One-shot,Shounen Jump+,0,0,0
6.91,9786,14387,971,One-shot,LaLa,0,0,0
6.91,9884,21805,477,One-shot,Unknown,0,0,0
6.91,9898,3943,4868,One-shot,LaLa,0,1,0
6.91,9911,17890,681,One-shot,Melody,0,0,0
6.91,9826,23386,415,One-shot,Shounen Jump (Weekly),0,0,0
6.9,10051,33356,184,One-shot,Afternoon,0,0,0
6.9,10056,11116,1404,One-shot,Comic Meteor,0,0,0
6.9,10069,15936,824,One-shot,Comic Meteor,1,0,0
6.9,10079,15245,887,One-shot,Jump GIGA,2,0,0
6.9,9969,14527,955,One-shot,The Hana to Yume,1,0,0
6.9,9971,5778,3161,One-shot,Magazine Special,0,0,0
6.9,9974,5128,3625,One-shot,The Hana to Yume,1,0,0
6.9,10027,23846,400,One-shot,Gekkan! Spirits,0,0,0
6.9,10048,9146,1817,One-shot,LaLa DX,0,0,0
6.9,10000,30372,230,One-shot,Jump GIGA,0,0,0
6.89,10212,14893,919,One-shot,good! Afternoon,0,0,0
6.89,10180,18581,639,One-shot,Shounen Jump (Weekly),0,0,0
6.89,10162,10837,1451,One-shot,Rakuen Le Paradis,1,0,0
